"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"NCX06","OUT049",2907.76342773438
"FDC37","OUT027",2680.88330078125
"FDZ14","OUT018",1674.01318359375
"DRG49","OUT049",4027.5947265625
"NCG06","OUT045",3812.02319335938
"DRC36","OUT045",2748.501953125
"FDV21","OUT019",339.461730957031
"FDB53","OUT046",2454.79077148438
"DRP47","OUT019",608.675598144531
"FDA14","OUT013",2442.44750976562
"DRC24","OUT035",2528.837890625
"FDW21","OUT018",1620.65966796875
"NCH29","OUT046",1699.68371582031
"FDU58","OUT013",3012.205078125
"FDY27","OUT017",2855.99389648438
"FDV56","OUT035",1705.89624023438
"FDT59","OUT046",3745.38110351562
"FDB23","OUT046",3596.55541992188
"FDR49","OUT045",757.187622070312
"FDB03","OUT010",643.426696777344
"FDN39","OUT045",2390.26831054688
"FDX02","OUT027",5436.47998046875
"FDQ16","OUT027",2692.71704101562
"FDU35","OUT018",1385.25317382812
"NCT29","OUT013",1954.919921875
"FDZ27","OUT046",754.618835449219
"FDN57","OUT017",2118.33032226562
"FDA03","OUT018",2138.650390625
"FDZ36","OUT045",3045.36791992188
"NCU05","OUT013",1290.46716308594
"FDT39","OUT018",2222.95336914062
"FDK60","OUT017",1564.86010742188
"FDZ25","OUT017",2927.57788085938
"FDG12","OUT046",1992.73901367188
"DRB01","OUT019",433.366394042969
"NCC43","OUT027",5926.92431640625
"FDX13","OUT019",529.779113769531
"FDM22","OUT049",778.719665527344
"FDJ03","OUT027",1466.46533203125
"FDU14","OUT018",3575.828125
"FDB33","OUT010",480.444580078125
"FDP27","OUT046",3030.55517578125
"FDO38","OUT010",201.336410522461
"FDE28","OUT027",5643.669921875
"FDO27","OUT035",1570.29895019531
"DRL23","OUT027",2473.07250976562
"FDS28","OUT046",848.020324707031
"FDX24","OUT013",1444.42639160156
"FDZ02","OUT035",1536.12036132812
"FDL46","OUT045",1712.55822753906
"FDS60","OUT027",4211.27978515625
"NCO06","OUT017",619.113525390625
"FDO16","OUT035",1557.32409667969
"FDC60","OUT049",1591.96618652344
"FDA48","OUT018",3327.13012695312
"FDZ36","OUT027",4457.5751953125
"FDK27","OUT045",1917.22412109375
"FDW23","OUT018",531.285583496094
"FDM14","OUT018",1486.81994628906
"FDM14","OUT013",1614.41052246094
"FDW60","OUT018",2627.12866210938
"FDE21","OUT013",1881.68969726562
"NCM42","OUT035",1717.359375
"FDY59","OUT010",232.200500488281
"DRI49","OUT049",1315.94921875
"FDT28","OUT019",318.494049072266
"FDQ22","OUT018",466.963287353516
"FDR60","OUT049",1146.27575683594
"FDC50","OUT019",323.224975585938
"FDV24","OUT013",2291.27465820312
"DRF48","OUT010",611.122253417969
"FDQ47","OUT046",661.888122558594
"DRN36","OUT049",1609.55554199219
"NCY06","OUT035",2043.79321289062
"FDE52","OUT035",1382.13415527344
"NCB54","OUT045",1806.74401855469
"NCF31","OUT035",2472.82543945312
"FDJ08","OUT027",5184.28173828125
"NCC07","OUT017",1618.71020507812
"NCD19","OUT027",1402.06384277344
"FDL46","OUT049",1802.27380371094
"FDM20","OUT045",3781.34765625
"NCI06","OUT010",500.967224121094
"DRM11","OUT035",4038.98901367188
"NCH07","OUT018",2502.775390625
"FDS23","OUT013",1937.15173339844
"FDO49","OUT018",681.257202148438
"FDS35","OUT049",938.928894042969
"DRK39","OUT045",1323.984375
"DRI39","OUT049",846.262451171875
"FDV04","OUT017",2285.458984375
"NCN14","OUT035",2988.17700195312
"FDH08","OUT013",3970.38208007812
"FDS20","OUT046",3077.1328125
"FDV40","OUT049",1177.70153808594
"FDZ48","OUT010",267.707550048828
"FDS24","OUT027",2313.10107421875
"FDK44","OUT049",2746.49145507812
"FDS48","OUT045",2485.42724609375
"FDK26","OUT010",730.877990722656
"FDD23","OUT045",3193.24243164062
"NCH54","OUT017",2655.85888671875
"NCP14","OUT010",323.277893066406
"FDM60","OUT010",104.023544311523
"FDV24","OUT017",2236.18481445312
"FDH08","OUT018",3333.6904296875
"FDS12","OUT027",3402.9345703125
"FDR39","OUT027",4530.76953125
"FDP12","OUT027",1053.13134765625
"DRF60","OUT027",5269.70263671875
"FDC09","OUT035",1719.16430664062
"FDF50","OUT018",2829.02587890625
"FDG28","OUT035",3956.40478515625
"NCE19","OUT017",865.996948242188
"NCM53","OUT010",362.419860839844
"NCN18","OUT049",1710.75842285156
"FDF32","OUT035",3190.17456054688
"FDF11","OUT013",4008.3408203125
"DRI59","OUT049",3948.82055664062
"NCG54","OUT035",2740.40161132812
"FDM44","OUT046",1597.05358886719
"FDT57","OUT018",3140.13891601562
"FDV24","OUT046",2245.41552734375
"FDI50","OUT019",554.002868652344
"FDS09","OUT035",848.438171386719
"NCC31","OUT027",3708.25122070312
"FDQ07","OUT019",569.280029296875
"FDC22","OUT017",2974.03759765625
"FDZ56","OUT046",2881.72998046875
"FDZ40","OUT019",162.260681152344
"FDS46","OUT027",2921.19555664062
"DRD24","OUT045",2262.94897460938
"FDV45","OUT017",3094.46166992188
"FDL26","OUT045",2384.00537109375
"FDA56","OUT018",1780.39880371094
"FDN27","OUT046",1843.96105957031
"FDM20","OUT049",3842.41821289062
"FDO16","OUT017",1545.48803710938
"FDL03","OUT035",3120.96337890625
"FDE58","OUT046",1875.4560546875
"FDI02","OUT027",3089.24951171875
"NCC55","OUT019",98.8839416503906
"FDR03","OUT018",3093.0615234375
"FDB14","OUT017",1447.75146484375
"FDR45","OUT013",3810.44897460938
"NCN07","OUT017",2014.51354980469
"FDM51","OUT019",297.019500732422
"FDT52","OUT027",5391.5419921875
"FDL26","OUT046",2371.98046875
"NCZ42","OUT046",3605.0703125
"DRI47","OUT019",398.779205322266
"FDW40","OUT013",2349.09228515625
"FDN34","OUT046",2827.99145507812
"FDS01","OUT035",3056.42529296875
"NCG55","OUT045",1859.78503417969
"FDC11","OUT035",1397.11767578125
"FDX35","OUT018",2880.4375
"NCB06","OUT046",2422.46997070312
"FDR09","OUT019",535.928649902344
"FDC53","OUT017",1558.93041992188
"FDY45","OUT013",3987.60522460938
"FDA22","OUT010",398.314636230469
"FDE02","OUT035",1537.90380859375
"FDW21","OUT045",1730.14013671875
"FDV34","OUT046",1240.86901855469
"FDS59","OUT049",1719.76721191406
"NCW17","OUT017",2083.8037109375
"NCK54","OUT046",1860.55590820312
"FDG17","OUT019",502.29296875
"FDG35","OUT017",2814.92797851562
"FDD08","OUT010",100.88069152832
"NCO07","OUT017",3915.18530273438
"FDJ10","OUT010",270.540496826172
"FDW36","OUT017",1623.59912109375
"FDW21","OUT010",193.111541748047
"FDY19","OUT017",1932.36791992188
"DRE03","OUT013",727.0107421875
"NCC55","OUT049",667.642456054688
"FDH52","OUT010",162.037673950195
"FDO09","OUT017",4113.90185546875
"FDU43","OUT045",3682.68188476562
"FDX09","OUT010",483.977325439453
"FDH40","OUT019",247.791107177734
"FDW58","OUT017",1612.46704101562
"FDC47","OUT017",3978.685546875
"NCR41","OUT035",1483.48388671875
"DRG49","OUT035",3949.66528320312
"FDC52","OUT027",3745.14038085938
"FDY13","OUT046",1229.41809082031
"FDY35","OUT013",684.649047851562
"FDI35","OUT017",3781.54663085938
"NCU18","OUT049",2428.41772460938
"FDY33","OUT018",2591.82348632812
"FDC15","OUT027",3676.80859375
"FDU01","OUT049",2902.17578125
"NCU42","OUT046",2841.52001953125
"NCV29","OUT018",2584.6484375
"NCY30","OUT017",2835.60180664062
"FDQ46","OUT049",1678.25964355469
"FDG58","OUT027",4112.89013671875
"FDK33","OUT017",4187.1728515625
"NCD07","OUT045",1745.71997070312
"NCX29","OUT027",3876.65209960938
"NCT42","OUT013",2306.06860351562
"DRN59","OUT035",762.828125
"FDI44","OUT035",1241.61083984375
"FDA45","OUT049",2281.748046875
"FDP31","OUT045",1023.59954833984
"FDY01","OUT046",1853.00720214844
"FDT09","OUT018",1749.79565429688
"DRH03","OUT027",2384.25903320312
"FDA36","OUT018",2648.28979492188
"NCF31","OUT017",2391.03637695312
"FDG14","OUT049",2362.935546875
"FDG28","OUT027",5548.29541015625
"FDU14","OUT049",3734.61157226562
"FDY47","OUT019",296.531402587891
"FDI56","OUT049",1437.04321289062
"DRD01","OUT013",750.458068847656
"FDM22","OUT046",866.755676269531
"FDH33","OUT013",633.460205078125
"DRZ24","OUT013",1780.92297363281
"NCQ38","OUT046",1678.76574707031
"FDO16","OUT027",2055.814453125
"FDU07","OUT027",4035.33056640625
"NCB07","OUT013",3000.1787109375
"FDU48","OUT045",1870.58520507812
"NCM43","OUT045",2637.77099609375
"FDR31","OUT010",382.660064697266
"DRK49","OUT018",483.026641845703
"NCI30","OUT010",653.250305175781
"DRD60","OUT017",3122.71264648438
"NCG19","OUT046",3266.64282226562
"FDH12","OUT035",1671.68359375
"FDM32","OUT035",1448.56127929688
"FDM27","OUT035",2520.24194335938
"NCU53","OUT027",3969.09301757812
"NCQ18","OUT046",1617.55529785156
"FDS10","OUT013",2852.03881835938
"FDB33","OUT027",4397.86572265625
"FDI12","OUT013",1397.97631835938
"NCW42","OUT013",3529.234375
"NCC06","OUT018",1825.83801269531
"FDW02","OUT017",2004.5830078125
"NCD43","OUT017",1632.33337402344
"FDM57","OUT018",1160.720703125
"FDA58","OUT017",3781.27612304688
"FDK56","OUT046",2965.85278320312
"FDP52","OUT045",3639.19555664062
"FDW20","OUT018",1786.64953613281
"FDS52","OUT049",1577.51794433594
"NCT29","OUT018",1663.05029296875
"NCL54","OUT013",2834.0302734375
"FDC05","OUT045",2864.515625
"FDF34","OUT035",2922.96069335938
"FDP03","OUT027",2783.142578125
"FDD32","OUT010",200.876953125
"FDZ10","OUT045",1946.85241699219
"FDZ40","OUT035",882.260070800781
"FDD51","OUT018",511.117706298828
"NCY30","OUT019",409.682556152344
"FDP58","OUT017",3588.32446289062
"FDV49","OUT017",4127.990234375
"FDY24","OUT019",183.505249023438
"NCO55","OUT017",1692.39038085938
"FDR13","OUT017",1927.84094238281
"FDS51","OUT017",994.337829589844
"FDP26","OUT045",1528.62255859375
"NCB54","OUT027",3232.541015625
"FDF32","OUT017",3105.41479492188
"FDN31","OUT018",2779.46240234375
"DRM48","OUT017",634.652526855469
"FDN20","OUT049",2831.3193359375
"DRL01","OUT046",3774.98486328125
"FDV56","OUT049",1729.78796386719
"DRH13","OUT027",2545.16577148438
"FDA03","OUT017",2368.25415039062
"FDF47","OUT027",5068.62744140625
"FDX32","OUT046",2477.603515625
"FDX57","OUT049",1580.19396972656
"NCA30","OUT045",2754.10961914062
"FDO49","OUT013",681.618713378906
"FDL04","OUT019",280.590789794922
"DRM48","OUT035",596.491821289062
"FDR16","OUT013",3582.82666015625
"NCC19","OUT018",2787.94140625
"NCE42","OUT045",3263.99682617188
"FDY24","OUT017",1022.02642822266
"FDH19","OUT049",2831.95581054688
"FDJ46","OUT013",2733.1533203125
"FDN45","OUT010",667.980041503906
"FDY08","OUT035",2264.0498046875
"FDZ37","OUT035",1416.21301269531
"NCT30","OUT045",763.073486328125
"DRY23","OUT018",499.490692138672
"NCZ30","OUT018",1757.55590820312
"FDC44","OUT018",1648.84680175781
"FDB45","OUT035",1540.37670898438
"FDY04","OUT013",2519.06884765625
"FDM27","OUT046",2591.67578125
"FDZ43","OUT017",3942.9755859375
"FDT39","OUT019",468.466033935547
"NCC06","OUT019",302.630218505859
"FDL15","OUT027",4189.48046875
"FDL57","OUT017",4248.16259765625
"FDU08","OUT046",1584.54260253906
"FDK40","OUT017",4142.6611328125
"FDQ12","OUT010",661.132385253906
"FDS48","OUT017",2529.09155273438
"FDP09","OUT045",3289.43798828125
"FDW21","OUT049",1718.47009277344
"FDY25","OUT035",3110.31005859375
"DRE13","OUT017",1465.51684570312
"FDV43","OUT019",103.377311706543
"FDD22","OUT045",1679.3447265625
"FDM46","OUT019",235.925659179688
"NCO30","OUT010",663.999572753906
"FDM25","OUT046",2748.03393554688
"NCN41","OUT049",1983.70227050781
"FDU24","OUT045",1466.06494140625
"FDZ50","OUT046",2970.72509765625
"FDP45","OUT013",3974.9296875
"NCM54","OUT045",2028.51733398438
"FDW10","OUT019",449.097839355469
"FDP20","OUT017",1989.12658691406
"FDK32","OUT046",2480.306640625
"FDN52","OUT049",1409.7060546875
"FDM58","OUT045",1701.13610839844
"FDZ46","OUT027",3262.2939453125
"NCA18","OUT018",1567.90319824219
"FDD35","OUT046",2017.98168945312
"NCK31","OUT035",774.478515625
"FDI40","OUT027",2581.75073242188
"FDT50","OUT019",206.642486572266
"NCT06","OUT046",2635.71533203125
"FDT31","OUT035",2948.60302734375
"FDT45","OUT049",740.588195800781
"FDT13","OUT045",2876.095703125
"FDO50","OUT045",1375.97302246094
"NCU18","OUT010",396.357818603516
"NCR54","OUT049",3104.98315429688
"NCO18","OUT018",2598.08276367188
"FDU09","OUT045",865.902038574219
"FDT13","OUT018",2803.17163085938
"FDE09","OUT046",1660.78735351562
"NCK53","OUT019",308.734771728516
"FDG45","OUT049",3767.6982421875
"DRH15","OUT035",719.508666992188
"FDO21","OUT019",589.845947265625
"FDD14","OUT027",4226.19580078125
"FDC09","OUT046",1718.92004394531
"FDH45","OUT027",1020.32733154297
"FDV32","OUT046",950.590759277344
"FDG12","OUT035",1873.78112792969
"FDS32","OUT013",2161.85595703125
"NCL55","OUT018",3454.14794921875
"DRE01","OUT035",3870.74340820312
"DRE15","OUT049",1260.9560546875
"NCL42","OUT045",3804.525390625
"FDP31","OUT013",831.458190917969
"FDN33","OUT018",1387.94409179688
"FDZ59","OUT046",2444.02026367188
"FDE45","OUT010",465.583465576172
"FDJ07","OUT013",1866.193359375
"FDQ45","OUT018",2549.88891601562
"FDM33","OUT027",5333.2578125
"FDO15","OUT010",192.114181518555
"FDM46","OUT013",1497.4619140625
"FDR03","OUT045",3231.34497070312
"FDY49","OUT018",2291.591796875
"FDQ60","OUT045",1795.74780273438
"FDW10","OUT049",2503.20751953125
"FDO51","OUT049",719.66650390625
"FDJ40","OUT018",1432.7763671875
"FDS20","OUT018",2867.40014648438
"FDU45","OUT013",1863.34130859375
"FDV02","OUT035",2774.09326171875
"FDN09","OUT046",3756.21875
"NCM55","OUT027",4713.794921875
"FDN23","OUT018",2176.5185546875
"FDY31","OUT010",429.721740722656
"FDW03","OUT010",278.973022460938
"FDD14","OUT046",2882.35668945312
"FDV23","OUT017",1985.38244628906
"DRI03","OUT045",2590.60278320312
"FDN13","OUT035",1397.31359863281
"FDF45","OUT027",1451.12255859375
"FDU46","OUT035",1404.95825195312
"FDB57","OUT049",3633.96704101562
"FDV12","OUT049",1573.43481445312
"FDQ58","OUT013",2305.130859375
"NCA18","OUT017",1836.17565917969
"FDH52","OUT049",906.912475585938
"FDM24","OUT018",2141.92211914062
"NCP43","OUT027",4381.2060546875
"NCO18","OUT019",368.820404052734
"FDM32","OUT017",1301.31030273438
"NCL07","OUT017",670.470031738281
"FDK03","OUT013",3917.20239257812
"FDP59","OUT017",1483.037109375
"FDQ24","OUT049",4012.63012695312
"FDQ16","OUT018",1446.3271484375
"FDU44","OUT013",2513.7783203125
"FDH28","OUT010",125.485900878906
"FDV28","OUT019",101.263938903809
"FDM22","OUT045",873.547485351562
"FDR56","OUT046",3041.1787109375
"FDV39","OUT049",2849.9814453125
"FDU37","OUT019",322.208465576172
"FDQ11","OUT010",748.292541503906
"FDX02","OUT045",3868.9482421875
"NCS42","OUT018",1319.49279785156
"FDY57","OUT027",2516.12109375
"FDB21","OUT049",3937.9072265625
"FDE28","OUT017",3782.23388671875
"FDQ55","OUT017",1933.07543945312
"FDA48","OUT049",3640.98193359375
"FDZ19","OUT045",2610.03271484375
"NCC43","OUT045",3600.404296875
"NCV18","OUT046",1357.146484375
"NCA42","OUT018",2410.3798828125
"FDY45","OUT046",3820.4677734375
"NCC30","OUT045",2810.88696289062
"FDM57","OUT013",1342.53918457031
"FDL09","OUT010",451.534210205078
"FDB09","OUT027",3241.189453125
"FDT44","OUT035",1923.16381835938
"NCT06","OUT027",4131.1953125
"FDX26","OUT049",3153.2275390625
"FDK32","OUT013",2479.29467773438
"DRA12","OUT046",2229.65014648438
"FDO46","OUT010",576.34130859375
"FDE52","OUT013",1288.53442382812
"NCH42","OUT045",3706.81323242188
"FDV08","OUT035",734.830322265625
"FDB47","OUT018",3009.40771484375
"FDC28","OUT010",258.371429443359
"FDD22","OUT046",1871.36901855469
"FDS07","OUT027",3111.29223632812
"DRI13","OUT045",3479.21166992188
"FDG32","OUT018",3210.146484375
"FDU14","OUT017",3914.224609375
"FDD28","OUT019",159.331100463867
"NCP41","OUT017",1652.2275390625
"FDS08","OUT049",2721.8447265625
"FDX47","OUT045",2441.27612304688
"FDC53","OUT019",258.593109130859
"FDQ19","OUT035",3573.74194335938
"FDL14","OUT045",2384.30493164062
"FDM33","OUT019",562.663146972656
"FDA51","OUT045",1704.73291015625
"FDZ27","OUT018",622.711975097656
"FDT04","OUT046",643.377990722656
"DRC13","OUT049",1883.20104980469
"FDR16","OUT027",5638.046875
"FDQ03","OUT027",5588.052734375
"FDE38","OUT035",2737.232421875
"DRH23","OUT027",1706.13232421875
"FDT11","OUT019",616.208618164062
"FDD09","OUT035",3181.69799804688
"FDR40","OUT045",1355.86743164062
"FDX07","OUT017",3178.38916015625
"FDR07","OUT035",1483.54455566406
"FDA51","OUT017",1805.57934570312
"FDT59","OUT019",597.3642578125
"FDF20","OUT017",3093.56811523438
"FDR13","OUT045",1826.99450683594
"FDY26","OUT049",3672.3564453125
"FDW04","OUT017",1928.19140625
"FDK52","OUT017",3846.1748046875
"FDN60","OUT049",2751.53173828125
"FDM09","OUT019",479.755920410156
"FDP46","OUT049",1375.458984375
"FDB50","OUT019",284.845642089844
"NCQ29","OUT049",3861.00561523438
"FDP16","OUT027",5205.9296875
"FDX33","OUT018",2356.07177734375
"FDP07","OUT010",536.640380859375
"FDN22","OUT046",3732.67041015625
"FDF39","OUT049",4275.12841796875
"FDS21","OUT017",994.489868164062
"NCM42","OUT013",1709.73254394531
"FDK50","OUT019",470.451599121094
"DRF13","OUT027",3996.40649414062
"FDH35","OUT018",2470.35180664062
"FDP60","OUT018",1323.88061523438
"DRJ49","OUT027",3026.59057617188
"NCT42","OUT019",426.895446777344
"FDE38","OUT049",2593.20068359375
"FDI04","OUT049",3181.06030273438
"NCH54","OUT045",2533.72094726562
"FDT56","OUT049",845.667114257812
"DRD15","OUT018",3190.28051757812
"FDV58","OUT013",2532.16870117188
"FDP21","OUT049",3015.548828125
"FDH05","OUT013",3672.57983398438
"FDR10","OUT027",4169.46337890625
"NCP06","OUT045",2352.62377929688
"FDF33","OUT049",1505.43603515625
"DRK37","OUT013",3121.5087890625
"DRH49","OUT045",1280.15588378906
"FDT58","OUT013",2651.49536132812
"FDD41","OUT018",1457.18591308594
"FDP40","OUT018",1739.05627441406
"FDM51","OUT027",2540.31323242188
"FDO45","OUT010",225.053405761719
"FDW33","OUT010",262.295959472656
"FDY24","OUT045",1020.91351318359
"FDB10","OUT010",657.084655761719
"FDM40","OUT035",2239.4794921875
"NCI06","OUT017",2973.43701171875
"FDW12","OUT019",357.986999511719
"FDX48","OUT027",4214.24072265625
"NCW05","OUT027",2595.55981445312
"FDX27","OUT017",1440.34045410156
"DRM37","OUT045",3062.63598632812
"FDA38","OUT045",3657.35424804688
"FDR36","OUT046",695.046264648438
"FDZ45","OUT046",3077.50317382812
"FDG05","OUT017",2471.03051757812
"FDK28","OUT013",4086.81958007812
"FDV47","OUT045",1205.06286621094
"FDN21","OUT045",2259.89965820312
"FDP20","OUT027",3057.216796875
"FDI35","OUT045",3532.05004882812
"DRY23","OUT013",654.581909179688
"FDA56","OUT017",2096.2041015625
"FDB09","OUT013",1921.45556640625
"NCO26","OUT027",3138.21850585938
"FDQ49","OUT018",2458.80932617188
"FDI52","OUT027",3046.64086914062
"FDZ44","OUT027",3358.38598632812
"FDZ09","OUT018",2391.52856445312
"FDY03","OUT049",1990.64514160156
"NCG42","OUT017",2024.2607421875
"DRI13","OUT027",5046.41748046875
"FDQ32","OUT013",2013.8681640625
"FDW16","OUT035",1312.06286621094
"FDU27","OUT046",802.809448242188
"FDR28","OUT010",390.058868408203
"FDQ49","OUT010",393.759704589844
"FDS37","OUT046",1798.14440917969
"FDW26","OUT018",3081.63940429688
"FDX12","OUT018",3428.49169921875
"NCP06","OUT013",2325.47607421875
"FDW45","OUT010",390.192138671875
"NCN30","OUT049",1547.74853515625
"FDN24","OUT049",740.588195800781
"NCL41","OUT027",1079.53869628906
"FDR02","OUT019",197.647506713867
"FDD09","OUT010",601.21044921875
"FDS33","OUT010",212.37370300293
"FDU22","OUT045",1887.52038574219
"FDI53","OUT013",2518.322265625
"DRH01","OUT049",2737.97509765625
"FDX32","OUT013",2372.12963867188
"NCP30","OUT018",474.076202392578
"FDB60","OUT045",2820.1435546875
"FDB14","OUT049",1399.48425292969
"NCP02","OUT035",884.862365722656
"FDJ10","OUT017",2211.4111328125
"FDG34","OUT046",1727.47692871094
"NCB18","OUT017",1368.25500488281
"FDM16","OUT049",1275.4912109375
"FDW25","OUT018",1304.95263671875
"FDB35","OUT010",254.374649047852
"DRN11","OUT013",2249.72119140625
"FDF41","OUT019",585.632263183594
"FDH16","OUT045",1418.73815917969
"NCQ50","OUT018",3123.98828125
"DRH23","OUT018",710.747131347656
"DRJ37","OUT013",2332.78881835938
"DRJ24","OUT027",4963.349609375
"FDY16","OUT035",3222.97143554688
"FDQ27","OUT045",1808.86450195312
"FDZ33","OUT045",2296.77392578125
"FDF29","OUT045",1989.1328125
"FDA08","OUT049",2517.84887695312
"FDG31","OUT046",926.325561523438
"FDE34","OUT019",440.087524414062
"NCR30","OUT027",1985.83959960938
"FDV33","OUT035",3949.9296875
"DRZ24","OUT018",1646.50769042969
"NCL54","OUT035",2842.13037109375
"FDR12","OUT049",2909.78735351562
"NCC54","OUT046",3816.03955078125
"DRN59","OUT013",700.771789550781
"FDX50","OUT019",247.813217163086
"FDV31","OUT027",5121.0283203125
"NCA29","OUT027",4749.76416015625
"FDW60","OUT049",2870.720703125
"FDX08","OUT017",3282.32592773438
"DRD49","OUT013",3893.10278320312
"FDD33","OUT046",3614.60620117188
"FDW35","OUT013",681.322875976562
"FDJ36","OUT017",1607.16418457031
"FDV51","OUT035",2759.13037109375
"FDW36","OUT046",1598.8486328125
"FDH35","OUT046",2780.34765625
"NCS30","OUT027",2369.14501953125
"FDN49","OUT017",654.562805175781
"FDL08","OUT018",3337.38012695312
"FDI09","OUT013",3560.67749023438
"FDP19","OUT018",1716.90014648438
"FDU21","OUT010",99.3292236328125
"NCP41","OUT045",1667.35925292969
"FDY10","OUT013",1817.50451660156
"FDP12","OUT018",479.6552734375
"NCN26","OUT049",1883.16845703125
"FDK44","OUT013",2743.62182617188
"FDC28","OUT049",1587.79577636719
"FDJ41","OUT027",5848.52685546875
"NCT29","OUT035",2114.47485351562
"NCH42","OUT019",395.523956298828
"FDU60","OUT018",2374.115234375
"FDS02","OUT045",2837.65234375
"FDC51","OUT046",1959.90893554688
"FDU03","OUT013",2996.54858398438
"FDX39","OUT045",3653.07055664062
"NCY05","OUT010",127.122917175293
"NCL06","OUT027",5663.56103515625
"FDD32","OUT035",1226.51318359375
"NCN41","OUT045",1908.5244140625
"NCX53","OUT049",2344.77587890625
"FDU57","OUT019",391.523834228516
"FDQ23","OUT046",1705.140625
"FDQ52","OUT045",3884.74389648438
"FDC14","OUT045",657.138916015625
"FDY09","OUT035",3034.83984375
"FDQ28","OUT045",2464.80004882812
"FDV25","OUT046",3798.4912109375
"FDJ07","OUT035",1898.06665039062
"DRB25","OUT049",1602.3154296875
"FDK52","OUT019",653.439514160156
"FDY52","OUT027",1425.51635742188
"FDB28","OUT046",2918.22119140625
"FDT36","OUT035",653.748779296875
"FDV25","OUT017",3844.3505859375
"NCN07","OUT027",3161.0107421875
"FDC57","OUT017",3041.96630859375
"FDQ03","OUT018",3313.06420898438
"FDU23","OUT017",2875.82592773438
"NCX41","OUT035",3804.53002929688
"NCD06","OUT035",762.828125
"FDW08","OUT045",1651.75805664062
"NCU29","OUT017",2420.50659179688
"NCE06","OUT013",2335.11254882812
"FDV52","OUT010",259.960510253906
"FDB02","OUT017",2843.68676757812
"NCR18","OUT045",656.460144042969
"FDK16","OUT049",1582.79699707031
"NCQ29","OUT010",593.330017089844
"FDZ01","OUT019",255.179290771484
"FDW27","OUT035",2281.28369140625
"FDD17","OUT018",3352.3515625
"FDW39","OUT013",2591.27490234375
"DRH59","OUT045",1140.45776367188
"FDS52","OUT013",1562.98352050781
"FDU40","OUT027",5457.1123046875
"NCF54","OUT013",2701.97583007812
"FDH46","OUT045",1611.05334472656
"NCP14","OUT049",1639.38977050781
"FDH50","OUT049",3044.048828125
"DRF15","OUT010",323.558227539062
"FDV27","OUT027",2574.07861328125
"NCJ06","OUT049",1939.88659667969
"FDN02","OUT018",3380.22314453125
"FDQ51","OUT049",761.972045898438
"FDQ07","OUT017",3865.91772460938
"FDS45","OUT049",1871.22216796875
"NCJ06","OUT045",1864.70874023438
"FDD36","OUT035",1918.44421386719
"FDY25","OUT045",2997.27709960938
